id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
8027,Female,Urban,High School,2L-5L,0,8,0,More than 1,B,Platinum,59424
8028,Male,Urban,Bachelor,5L-10L,1,6,7364,More than 1,A,Platinum,304944
8029,Female,Rural,High School,5L-10L,1,3,6629,More than 1,A,Gold,40452
8030,Male,Rural,High School,More than 10L,0,1,3624,More than 1,A,Platinum,54120
8031,Male,Urban,Bachelor,More than 10L,1,5,5410,More than 1,A,Platinum,61272
8032,Female,Urban,High School,5L-10L,1,3,3642,1,A,Gold,31476
8033,Female,Rural,Bachelor,More than 10L,0,3,0,More than 1,A,Platinum,94524
8034,Male,Rural,High School,5L-10L,1,5,10869,More than 1,A,Gold,195696
8035,Male,Urban,Bachelor,5L-10L,1,8,3850,More than 1,A,Platinum,64104
8036,Male,Rural,Bachelor,5L-10L,0,7,2321,More than 1,B,Platinum,80268
8037,Male,Urban,High School,5L-10L,0,5,10877,1,A,Silver,66252
8038,Female,Urban,Others,<=2L,1,3,3999,1,A,Platinum,31164
8039,Male,Urban,High School,2L-5L,0,4,9110,More than 1,B,Silver,504960
8040,Male,Urban,Bachelor,2L-5L,0,2,3704,More than 1,A,Platinum,221820
8041,Female,Rural,Bachelor,More than 10L,0,0,0,More than 1,B,Platinum,65496
8042,Female,Urban,High School,5L-10L,1,3,4817,More than 1,C,Gold,72120
8043,Female,Urban,Bachelor,<=2L,0,6,9361,More than 1,A,Silver,94536
8044,Male,Urban,High School,2L-5L,0,3,3863,More than 1,A,Gold,633468
8045,Male,Rural,Bachelor,5L-10L,1,7,0,1,A,Silver,96396
8046,Male,Urban,Bachelor,More than 10L,1,7,6517,More than 1,A,Platinum,61944
8047,Male,Rural,Bachelor,5L-10L,0,5,3416,More than 1,A,Platinum,65868
8048,Male,Urban,Bachelor,2L-5L,1,5,4222,1,A,Silver,53892
8049,Female,Urban,High School,2L-5L,0,0,6044,More than 1,A,Silver,140616
8050,Male,Rural,Bachelor,5L-10L,0,1,0,1,A,Platinum,35616
8051,Male,Urban,Bachelor,5L-10L,0,7,4938,1,A,Platinum,45216
8052,Male,Rural,High School,More than 10L,0,3,2959,1,A,Gold,48684
8053,Male,Urban,High School,5L-10L,0,7,0,More than 1,B,Silver,64848
8054,Male,Urban,Bachelor,2L-5L,1,7,5318,1,B,Silver,66588
8055,Male,Rural,Bachelor,More than 10L,1,8,0,1,A,Platinum,104640
8056,Female,Urban,High School,5L-10L,1,5,3431,More than 1,A,Gold,73404
8057,Female,Rural,Others,5L-10L,1,4,0,1,C,Platinum,70524
8058,Male,Rural,High School,More than 10L,1,4,9089,More than 1,A,Platinum,98028
8059,Female,Urban,Bachelor,5L-10L,1,5,4733,More than 1,A,Platinum,63036
8060,Female,Urban,Bachelor,5L-10L,1,4,6123,1,A,Platinum,59472
8061,Male,Rural,Others,More than 10L,1,4,0,1,A,Gold,33252
8062,Male,Rural,Bachelor,5L-10L,1,8,2673,More than 1,B,Silver,110832
8063,Female,Urban,High School,5L-10L,1,5,5306,More than 1,A,Platinum,61668
8064,Female,Rural,Bachelor,5L-10L,1,6,3074,More than 1,A,Silver,49020
8065,Female,Urban,Bachelor,2L-5L,1,4,3857,More than 1,B,Platinum,111288
8066,Female,Urban,High School,5L-10L,0,4,8434,More than 1,A,Platinum,96984
8067,Female,Rural,Bachelor,5L-10L,0,1,3930,More than 1,C,Platinum,105180
8068,Male,Rural,Bachelor,2L-5L,0,7,3443,1,A,Gold,56976
8069,Male,Urban,Bachelor,5L-10L,0,5,3467,1,A,Platinum,31908
8070,Male,Urban,High School,2L-5L,0,7,10143,More than 1,C,Gold,109368
8071,Female,Rural,Bachelor,5L-10L,0,1,2048,More than 1,A,Silver,107664
8072,Female,Rural,High School,More than 10L,1,5,2611,More than 1,A,Gold,66780
8073,Male,Rural,Bachelor,More than 10L,1,8,0,More than 1,A,Silver,53568
8074,Male,Urban,Bachelor,2L-5L,1,1,7800,More than 1,B,Gold,493224
8075,Female,Rural,Bachelor,5L-10L,1,8,0,More than 1,A,Gold,165948
8076,Male,Urban,High School,More than 10L,0,6,2154,More than 1,B,Platinum,57036
8077,Female,Urban,Bachelor,5L-10L,0,3,0,More than 1,B,Silver,109020
8078,Female,Rural,Bachelor,5L-10L,0,8,0,More than 1,A,Platinum,57864
8079,Female,Urban,High School,More than 10L,0,1,3850,1,A,Gold,59076
8080,Male,Urban,High School,2L-5L,1,5,3538,More than 1,A,Platinum,119256
8081,Male,Urban,Bachelor,5L-10L,0,7,9651,1,B,Platinum,70200
8082,Male,Rural,Others,5L-10L,1,1,4017,1,C,Platinum,34908
8083,Male,Rural,Bachelor,5L-10L,1,5,0,More than 1,A,Platinum,61332
8084,Male,Urban,High School,5L-10L,1,5,4163,More than 1,A,Platinum,63132
8085,Male,Rural,High School,5L-10L,1,6,0,1,B,Platinum,46776
8086,Female,Rural,Bachelor,5L-10L,0,6,5470,More than 1,A,Silver,61212
8087,Female,Rural,High School,5L-10L,1,5,8649,More than 1,C,Silver,149904
8088,Male,Urban,High School,More than 10L,1,4,4138,1,A,Platinum,44604
8089,Male,Urban,High School,5L-10L,1,6,7013,1,A,Platinum,96972
8090,Male,Urban,Bachelor,2L-5L,1,6,4828,More than 1,C,Gold,70932
8091,Male,Rural,High School,5L-10L,1,5,3596,More than 1,A,Gold,111144
8092,Female,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Gold,72396
8093,Male,Urban,Others,2L-5L,1,6,5437,More than 1,A,Platinum,149184
8094,Female,Urban,High School,2L-5L,0,5,3351,More than 1,A,Gold,98616
8095,Female,Urban,Bachelor,5L-10L,0,6,3545,More than 1,B,Gold,65784
8096,Female,Urban,High School,More than 10L,1,3,4229,More than 1,A,Gold,65664
8097,Male,Urban,High School,5L-10L,0,2,5167,More than 1,A,Silver,111516
8098,Female,Urban,Bachelor,2L-5L,0,6,6017,More than 1,A,Platinum,297252
8099,Male,Urban,High School,2L-5L,1,5,4823,More than 1,A,Gold,314664
8100,Male,Rural,High School,More than 10L,0,1,0,1,B,Gold,29952
8101,Male,Urban,High School,More than 10L,1,3,3969,1,B,Platinum,31536
8102,Female,Urban,Bachelor,5L-10L,1,1,10111,1,A,Platinum,56988
8103,Female,Urban,Bachelor,More than 10L,1,3,5901,More than 1,A,Gold,48600
8104,Male,Urban,High School,<=2L,1,7,7173,1,A,Platinum,34968
8105,Female,Urban,Bachelor,More than 10L,0,6,4799,More than 1,A,Platinum,422544
8106,Female,Urban,Bachelor,More than 10L,0,3,3982,More than 1,B,Silver,65196
8107,Male,Urban,High School,2L-5L,1,4,12065,More than 1,B,Platinum,63564
8108,Male,Urban,High School,More than 10L,1,7,4225,More than 1,A,Platinum,98772
8109,Female,Urban,High School,More than 10L,0,8,5141,1,A,Gold,44304
8110,Female,Urban,High School,5L-10L,1,2,2926,1,B,Platinum,60444
8111,Male,Urban,High School,2L-5L,1,5,5296,More than 1,C,Platinum,74796
8112,Male,Rural,Bachelor,5L-10L,1,5,6200,More than 1,A,Gold,262020
8113,Male,Urban,Bachelor,<=2L,0,3,7735,More than 1,B,Platinum,186840
8114,Male,Rural,High School,5L-10L,1,0,2307,1,A,Platinum,66384
8115,Male,Rural,Bachelor,More than 10L,1,8,0,1,B,Platinum,76248
8116,Male,Rural,Bachelor,2L-5L,0,2,3127,More than 1,B,Platinum,66684
8117,Male,Urban,High School,2L-5L,1,2,6593,1,A,Gold,32448
8118,Male,Rural,High School,5L-10L,0,3,0,1,A,Silver,31176
8119,Female,Urban,High School,5L-10L,1,4,3426,More than 1,B,Platinum,62700
8120,Male,Urban,Bachelor,2L-5L,1,1,7053,More than 1,A,Silver,172752
8121,Male,Urban,Bachelor,5L-10L,0,6,3583,More than 1,A,Silver,73548
8122,Male,Rural,Bachelor,5L-10L,1,6,18729,1,B,Silver,46140
8123,Male,Urban,High School,2L-5L,1,8,12899,More than 1,A,Platinum,96804
8124,Female,Urban,Bachelor,2L-5L,1,2,7093,More than 1,A,Platinum,161556
8125,Male,Urban,High School,More than 10L,0,2,5707,More than 1,A,Silver,423528
8126,Female,Urban,Bachelor,5L-10L,0,6,2229,More than 1,B,Platinum,103272
8127,Female,Urban,Bachelor,More than 10L,1,8,0,More than 1,A,Gold,65628
8128,Female,Urban,Bachelor,5L-10L,1,0,5890,1,A,Platinum,35004
8129,Female,Rural,High School,5L-10L,0,0,5440,More than 1,B,Silver,63552
8130,Male,Urban,Bachelor,2L-5L,1,6,4205,More than 1,A,Platinum,138288
8131,Male,Rural,High School,5L-10L,1,1,0,More than 1,A,Silver,60648
8132,Male,Urban,Bachelor,5L-10L,0,4,0,More than 1,A,Gold,91536
8133,Female,Urban,Bachelor,<=2L,0,7,3903,More than 1,C,Platinum,241488
8134,Male,Urban,High School,5L-10L,1,5,10649,More than 1,A,Platinum,98232
8135,Male,Urban,Bachelor,5L-10L,0,1,4042,1,A,Silver,33780
8136,Female,Rural,Bachelor,More than 10L,0,4,0,More than 1,C,Platinum,65052
8137,Male,Urban,High School,5L-10L,0,5,6528,1,A,Gold,33312
8138,Male,Urban,High School,5L-10L,0,3,4117,More than 1,C,Platinum,114696
8139,Male,Urban,Bachelor,2L-5L,1,5,5705,More than 1,C,Silver,114864
8140,Female,Rural,Bachelor,More than 10L,0,5,0,More than 1,A,Platinum,108480
8141,Female,Urban,Bachelor,More than 10L,0,2,4838,More than 1,A,Platinum,68460
8142,Female,Urban,High School,2L-5L,1,6,5167,More than 1,A,Platinum,83736
8143,Male,Urban,High School,2L-5L,1,6,6275,More than 1,A,Silver,102804
8144,Male,Rural,High School,5L-10L,1,3,2137,More than 1,A,Platinum,114072
8145,Female,Urban,High School,More than 10L,1,4,6734,More than 1,C,Platinum,114024
8146,Female,Urban,Bachelor,2L-5L,0,5,6213,More than 1,C,Gold,62964
8147,Male,Rural,Bachelor,5L-10L,0,6,2509,More than 1,B,Gold,65580
8148,Male,Rural,Bachelor,5L-10L,1,3,0,1,B,Silver,34788
8149,Female,Rural,Bachelor,More than 10L,1,6,0,More than 1,B,Silver,71976
8150,Female,Urban,High School,5L-10L,0,6,0,1,A,Platinum,29988
8151,Male,Urban,High School,5L-10L,0,7,5969,1,C,Silver,33780
8152,Female,Urban,High School,5L-10L,1,7,4353,More than 1,A,Silver,111840
8153,Female,Urban,Bachelor,More than 10L,1,6,3738,More than 1,A,Silver,67620
8154,Female,Urban,Bachelor,2L-5L,1,2,4023,1,B,Silver,31104
8155,Male,Urban,Bachelor,More than 10L,0,7,2627,More than 1,B,Platinum,59292
8156,Male,Rural,Bachelor,5L-10L,0,7,5168,More than 1,A,Platinum,95100
8157,Female,Urban,Bachelor,5L-10L,0,2,5271,More than 1,C,Platinum,96612
8158,Male,Urban,Bachelor,2L-5L,0,7,6290,More than 1,B,Platinum,66492
8159,Male,Urban,Bachelor,More than 10L,0,1,2980,1,A,Platinum,63804
8160,Male,Urban,Bachelor,5L-10L,1,6,6982,More than 1,B,Platinum,186456
8161,Female,Urban,Bachelor,5L-10L,1,5,3472,More than 1,A,Silver,70080
8162,Male,Rural,High School,More than 10L,0,5,0,1,A,Silver,44916
8163,Male,Urban,Bachelor,2L-5L,1,2,2489,More than 1,A,Gold,62676
8164,Male,Rural,High School,5L-10L,1,2,0,1,B,Silver,65148
8165,Female,Urban,High School,More than 10L,1,6,9325,More than 1,A,Gold,112104
8166,Male,Rural,Bachelor,More than 10L,1,5,0,1,B,Silver,55704
8167,Male,Urban,High School,5L-10L,1,5,4216,1,B,Platinum,31584
8168,Male,Urban,High School,5L-10L,0,2,4497,1,A,Silver,72996
8169,Male,Urban,High School,5L-10L,1,6,10421,More than 1,A,Platinum,94104
8170,Female,Urban,Bachelor,<=2L,1,6,4803,More than 1,A,Platinum,147576
8171,Male,Rural,Bachelor,2L-5L,1,6,0,More than 1,C,Platinum,66060
8172,Female,Urban,High School,2L-5L,0,2,4169,More than 1,A,Platinum,64920
8173,Female,Urban,High School,5L-10L,1,4,4091,1,A,Platinum,65568
8174,Male,Urban,High School,5L-10L,1,6,11645,More than 1,A,Gold,65076
8175,Male,Urban,Bachelor,More than 10L,0,6,12957,More than 1,A,Gold,102948
8176,Male,Rural,Bachelor,5L-10L,1,8,3126,More than 1,A,Platinum,121224
8177,Female,Urban,High School,5L-10L,1,1,8432,More than 1,A,Platinum,104436
8178,Female,Rural,High School,2L-5L,1,4,3231,More than 1,B,Silver,101508
8179,Male,Urban,Bachelor,5L-10L,0,7,4123,More than 1,A,Gold,58200
8180,Male,Urban,Bachelor,2L-5L,0,3,6076,More than 1,A,Gold,65292
8181,Male,Urban,Bachelor,2L-5L,1,6,7767,More than 1,A,Platinum,432828
8182,Male,Rural,High School,5L-10L,0,4,3784,1,B,Platinum,60192
8183,Female,Rural,Bachelor,5L-10L,0,4,0,More than 1,A,Silver,102564
8184,Female,Urban,High School,5L-10L,0,4,9126,More than 1,A,Platinum,132924
8185,Female,Urban,Bachelor,5L-10L,0,6,4086,More than 1,C,Gold,307920
8186,Female,Urban,Bachelor,5L-10L,1,8,4884,1,A,Silver,63492
8187,Female,Urban,Bachelor,2L-5L,1,5,4133,More than 1,A,Platinum,101520
8188,Female,Urban,Bachelor,2L-5L,1,2,7441,More than 1,A,Platinum,60264
8189,Male,Rural,High School,5L-10L,0,4,2010,More than 1,A,Gold,98712
8190,Female,Rural,High School,5L-10L,1,7,3691,More than 1,A,Platinum,68208
8191,Male,Urban,High School,5L-10L,0,2,6791,More than 1,A,Platinum,33072
8192,Male,Urban,High School,2L-5L,1,4,6259,More than 1,A,Platinum,104700
8193,Male,Urban,High School,2L-5L,0,3,7578,More than 1,A,Platinum,145452
8194,Female,Rural,High School,More than 10L,0,7,2064,1,C,Platinum,62004
8195,Female,Urban,High School,2L-5L,1,5,3842,More than 1,A,Platinum,406488
8196,Female,Urban,High School,5L-10L,0,2,7784,More than 1,A,Gold,305340
8197,Female,Urban,Bachelor,<=2L,1,7,3665,More than 1,A,Gold,32832
8198,Female,Urban,High School,5L-10L,1,2,3143,1,A,Gold,32448
8199,Male,Urban,Bachelor,5L-10L,0,6,6059,More than 1,A,Silver,56184
8200,Male,Urban,High School,5L-10L,1,1,2766,1,A,Platinum,31596
8201,Female,Urban,High School,5L-10L,0,6,14110,More than 1,A,Platinum,93012
8202,Male,Urban,Others,5L-10L,1,6,3679,1,B,Silver,30552
8203,Female,Urban,Others,5L-10L,1,5,6094,1,A,Silver,32124
8204,Male,Urban,High School,2L-5L,0,0,0,1,A,Platinum,49260
8205,Female,Urban,High School,5L-10L,1,8,2818,More than 1,A,Platinum,69636
8206,Male,Urban,Bachelor,5L-10L,0,5,5240,More than 1,A,Platinum,423276
8207,Female,Rural,High School,More than 10L,1,7,0,1,B,Silver,89988
8208,Female,Urban,Bachelor,2L-5L,0,3,3947,More than 1,A,Silver,67236
8209,Male,Rural,Bachelor,5L-10L,1,4,2356,More than 1,A,Platinum,69576
8210,Male,Urban,Bachelor,5L-10L,1,6,6484,More than 1,A,Silver,64980
8211,Female,Urban,High School,2L-5L,0,5,11229,More than 1,A,Silver,50544
8212,Male,Urban,Bachelor,5L-10L,1,5,4112,More than 1,A,Platinum,97044
8213,Male,Urban,High School,5L-10L,0,7,5582,1,A,Silver,33780
8214,Male,Rural,High School,5L-10L,1,3,4595,More than 1,B,Gold,100236
8215,Female,Urban,Bachelor,2L-5L,0,4,8689,More than 1,A,Platinum,401772
8216,Male,Urban,Others,5L-10L,0,8,4078,More than 1,A,Silver,68652
8217,Male,Urban,Others,2L-5L,1,2,5991,1,A,Silver,34524
8218,Male,Rural,Bachelor,5L-10L,1,8,0,More than 1,A,Gold,41832
8219,Female,Urban,Bachelor,5L-10L,1,5,6559,More than 1,A,Platinum,108780
8220,Male,Urban,Bachelor,5L-10L,1,4,0,1,A,Platinum,49212
8221,Male,Urban,High School,2L-5L,1,3,5178,More than 1,A,Gold,513372
8222,Male,Urban,Bachelor,2L-5L,0,3,3686,More than 1,B,Platinum,45708
8223,Male,Rural,High School,5L-10L,0,5,0,1,A,Gold,30840
8224,Female,Urban,Bachelor,5L-10L,1,5,5481,1,A,Gold,31140
8225,Female,Urban,Bachelor,5L-10L,1,7,2994,1,A,Platinum,33204
8226,Male,Urban,High School,2L-5L,1,6,6055,1,B,Gold,53124
8227,Male,Urban,High School,5L-10L,0,7,3945,More than 1,B,Platinum,68700
8228,Male,Rural,Bachelor,5L-10L,0,7,0,More than 1,B,Platinum,96072
8229,Female,Rural,High School,2L-5L,0,7,3327,More than 1,B,Platinum,68388
8230,Male,Urban,Bachelor,5L-10L,1,6,2176,1,B,Gold,54288
8231,Female,Rural,Bachelor,2L-5L,0,7,2728,More than 1,B,Gold,472740
8232,Female,Urban,High School,5L-10L,1,6,5318,1,A,Platinum,31752
8233,Male,Urban,Bachelor,5L-10L,0,1,4497,1,A,Silver,67068
8234,Female,Urban,High School,5L-10L,1,5,9918,More than 1,A,Platinum,161436
8235,Female,Urban,Others,<=2L,1,3,9869,More than 1,A,Platinum,214692
8236,Female,Urban,Bachelor,5L-10L,0,5,4835,More than 1,C,Silver,377508
8237,Male,Rural,High School,5L-10L,0,4,2207,More than 1,A,Platinum,90828
8238,Female,Urban,Bachelor,5L-10L,1,6,5665,More than 1,A,Gold,163800
8239,Male,Urban,Bachelor,2L-5L,0,0,6190,1,A,Gold,64704
8240,Male,Rural,High School,More than 10L,0,4,0,1,B,Gold,31032
8241,Male,Urban,Bachelor,2L-5L,1,7,6287,1,A,Silver,32628
8242,Male,Rural,High School,5L-10L,1,6,0,1,A,Silver,47748
8243,Female,Urban,Bachelor,2L-5L,0,0,7093,More than 1,B,Platinum,450324
8244,Female,Urban,High School,5L-10L,1,2,3652,More than 1,A,Silver,50496
8245,Female,Urban,Bachelor,2L-5L,1,5,4165,1,A,Platinum,47928
8246,Male,Urban,High School,5L-10L,1,5,4926,More than 1,A,Platinum,108288
8247,Male,Urban,Bachelor,5L-10L,0,6,3960,More than 1,A,Platinum,68820
8248,Male,Rural,Bachelor,5L-10L,0,5,2482,More than 1,A,Platinum,194688
8249,Female,Rural,Bachelor,5L-10L,1,1,4423,More than 1,B,Platinum,73164
8250,Male,Urban,High School,2L-5L,1,2,15933,More than 1,C,Silver,181920
8251,Female,Rural,Bachelor,2L-5L,1,7,2013,More than 1,B,Gold,70284
8252,Female,Urban,Bachelor,5L-10L,0,3,5133,More than 1,A,Platinum,127464
8253,Male,Urban,Bachelor,2L-5L,1,2,4204,1,A,Platinum,49620
8254,Female,Urban,High School,2L-5L,1,4,6919,1,A,Silver,49152
8255,Male,Urban,High School,5L-10L,1,7,6881,More than 1,A,Platinum,58788
8256,Female,Urban,Others,5L-10L,1,3,8024,More than 1,A,Silver,267996
8257,Female,Urban,High School,2L-5L,0,6,3050,More than 1,A,Gold,425196
8258,Male,Urban,High School,5L-10L,1,1,4267,1,A,Platinum,64992
8259,Female,Urban,High School,5L-10L,0,2,6142,More than 1,B,Platinum,75432
8260,Female,Urban,Bachelor,2L-5L,0,6,9883,More than 1,C,Platinum,156768
8261,Female,Rural,Bachelor,2L-5L,0,7,8987,More than 1,A,Platinum,507216
8262,Female,Urban,High School,5L-10L,1,5,4174,More than 1,A,Platinum,50232
8263,Male,Urban,High School,5L-10L,0,0,18028,More than 1,A,Gold,59676
8264,Male,Urban,High School,5L-10L,0,6,8584,More than 1,A,Platinum,192084
8265,Female,Urban,High School,5L-10L,1,4,8285,More than 1,A,Platinum,107376
8266,Female,Urban,High School,5L-10L,0,4,6759,More than 1,A,Platinum,63828
8267,Female,Rural,High School,5L-10L,1,2,0,More than 1,C,Gold,97524
8268,Male,Urban,Bachelor,More than 10L,1,3,4811,More than 1,A,Platinum,463368
8269,Female,Rural,High School,More than 10L,1,7,6389,More than 1,A,Platinum,63864
8270,Female,Rural,Bachelor,2L-5L,1,0,0,More than 1,B,Gold,92448
8271,Female,Urban,Bachelor,5L-10L,1,5,3649,1,A,Gold,68124
8272,Male,Urban,Bachelor,2L-5L,0,7,3796,1,C,Gold,32340
8273,Female,Urban,High School,2L-5L,1,4,5862,1,B,Platinum,31908
8274,Female,Urban,Bachelor,5L-10L,1,8,2831,More than 1,B,Platinum,66528
8275,Male,Rural,Bachelor,5L-10L,0,7,6965,More than 1,A,Platinum,94860
8276,Male,Rural,Bachelor,5L-10L,1,1,0,1,A,Platinum,31956
8277,Male,Urban,High School,5L-10L,1,5,0,1,A,Platinum,65964
8278,Male,Urban,High School,5L-10L,1,2,10844,1,A,Gold,36600
8279,Male,Rural,Bachelor,More than 10L,1,4,4788,More than 1,A,Silver,69120
8280,Male,Urban,Bachelor,5L-10L,0,6,6753,More than 1,A,Platinum,61356
8281,Male,Urban,High School,2L-5L,1,5,6103,1,A,Platinum,30900
8282,Female,Rural,High School,More than 10L,1,5,0,1,A,Gold,33240
8283,Male,Urban,High School,5L-10L,0,5,6758,More than 1,A,Platinum,83124
8284,Female,Urban,Bachelor,<=2L,0,7,4592,More than 1,A,Platinum,199572
8285,Male,Rural,High School,5L-10L,1,8,0,More than 1,A,Platinum,66756
8286,Male,Urban,High School,5L-10L,1,1,6222,1,A,Gold,31968
8287,Female,Urban,High School,5L-10L,0,5,3716,More than 1,B,Platinum,103872
8288,Male,Urban,High School,5L-10L,1,7,4529,More than 1,C,Gold,66708
8289,Male,Urban,Bachelor,5L-10L,0,7,3815,1,A,Platinum,53124
8290,Female,Urban,Bachelor,5L-10L,0,5,5696,1,A,Silver,32136
8291,Male,Urban,Bachelor,More than 10L,1,6,3021,1,A,Platinum,59616
8292,Female,Urban,Bachelor,5L-10L,0,6,3833,More than 1,A,Platinum,66696
8293,Male,Urban,High School,More than 10L,1,6,7592,More than 1,A,Gold,349908
8294,Male,Urban,High School,5L-10L,1,2,5713,1,C,Platinum,67296
8295,Male,Urban,Bachelor,5L-10L,0,4,4142,More than 1,A,Platinum,68676
8296,Female,Rural,High School,5L-10L,1,6,3457,More than 1,A,Platinum,68856
8297,Male,Urban,High School,5L-10L,0,1,7802,More than 1,C,Gold,172308
8298,Male,Urban,Bachelor,5L-10L,1,7,9531,More than 1,A,Gold,102312
8299,Female,Urban,Bachelor,5L-10L,1,5,0,More than 1,B,Gold,104688
8300,Female,Urban,High School,5L-10L,1,4,4252,More than 1,A,Platinum,33660
8301,Male,Urban,High School,5L-10L,0,1,3189,More than 1,A,Platinum,182328
8302,Male,Rural,High School,5L-10L,1,4,4049,1,B,Gold,60180
8303,Female,Rural,High School,5L-10L,0,7,0,More than 1,B,Platinum,108108
8304,Male,Rural,Bachelor,5L-10L,1,6,2770,More than 1,C,Silver,152088
8305,Male,Rural,High School,5L-10L,1,6,2906,More than 1,A,Platinum,68688
8306,Female,Rural,High School,More than 10L,0,4,0,More than 1,A,Gold,70032
8307,Female,Rural,Bachelor,5L-10L,1,5,0,1,A,Gold,35928
8308,Female,Urban,High School,5L-10L,0,1,0,More than 1,B,Platinum,31272
8309,Male,Rural,High School,5L-10L,1,3,0,1,B,Platinum,38760
8310,Male,Urban,Bachelor,2L-5L,0,5,2187,More than 1,B,Platinum,74796
8311,Female,Urban,Bachelor,5L-10L,0,5,0,1,A,Platinum,32700
8312,Male,Urban,High School,5L-10L,1,3,6975,1,C,Platinum,37404
8313,Male,Rural,Others,5L-10L,1,4,6061,More than 1,B,Platinum,59316
8314,Male,Rural,Bachelor,5L-10L,1,4,0,1,B,Platinum,36108
8315,Male,Rural,High School,2L-5L,1,3,3929,1,A,Platinum,102684
8316,Male,Urban,High School,2L-5L,1,5,5331,1,A,Platinum,31356
8317,Female,Urban,High School,5L-10L,1,0,3591,More than 1,A,Platinum,107028
8318,Male,Urban,Bachelor,5L-10L,0,8,4072,More than 1,A,Platinum,157368
8319,Male,Urban,High School,5L-10L,1,5,0,1,A,Platinum,61644
8320,Male,Urban,Bachelor,2L-5L,0,2,6887,More than 1,A,Platinum,74304
8321,Female,Urban,Others,5L-10L,1,7,6770,More than 1,A,Silver,68808
8322,Male,Urban,Bachelor,5L-10L,1,6,4087,More than 1,A,Platinum,192492
8323,Female,Rural,Others,2L-5L,1,7,2407,1,B,Silver,37992
8324,Male,Urban,Bachelor,More than 10L,0,8,4017,More than 1,B,Gold,103776
8325,Male,Rural,High School,5L-10L,1,5,0,1,B,Platinum,64812
8326,Male,Urban,High School,More than 10L,0,1,11462,More than 1,A,Platinum,69612
8327,Male,Urban,High School,2L-5L,1,2,4333,1,A,Silver,68136
8328,Male,Urban,High School,<=2L,1,3,7801,More than 1,A,Silver,68400
8329,Female,Rural,Bachelor,5L-10L,1,2,10942,1,A,Platinum,47664
8330,Male,Urban,High School,5L-10L,1,2,3415,More than 1,A,Silver,108120
8331,Male,Urban,High School,2L-5L,1,2,0,1,B,Silver,31740
8332,Male,Rural,High School,5L-10L,1,2,2358,More than 1,C,Gold,189972
8333,Female,Urban,Bachelor,5L-10L,1,6,7074,More than 1,A,Gold,67260
8334,Male,Urban,High School,2L-5L,0,7,4212,More than 1,B,Gold,97800
8335,Female,Urban,Bachelor,2L-5L,0,6,12724,More than 1,C,Silver,132120
8336,Female,Rural,Others,More than 10L,1,6,2531,More than 1,B,Platinum,58176
8337,Female,Urban,Bachelor,5L-10L,0,5,2135,More than 1,B,Platinum,106152
8338,Male,Urban,High School,5L-10L,1,5,4219,More than 1,A,Gold,66672
8339,Male,Urban,High School,5L-10L,1,2,3557,1,C,Gold,34392
8340,Male,Urban,Bachelor,5L-10L,0,3,10267,More than 1,A,Platinum,76956
8341,Male,Rural,High School,5L-10L,0,0,2755,1,A,Platinum,62664
8342,Male,Rural,High School,5L-10L,0,4,0,More than 1,A,Gold,67332
8343,Female,Urban,High School,5L-10L,1,4,0,More than 1,C,Platinum,98964
8344,Male,Urban,Bachelor,5L-10L,0,7,6178,More than 1,B,Silver,65412
8345,Female,Urban,High School,2L-5L,1,6,9305,More than 1,A,Platinum,61632
8346,Female,Urban,Bachelor,5L-10L,0,4,3920,More than 1,B,Silver,65004
8347,Male,Urban,High School,2L-5L,1,4,7710,More than 1,A,Platinum,69528
8348,Male,Urban,High School,5L-10L,1,6,4767,More than 1,C,Silver,105840
8349,Female,Rural,High School,5L-10L,0,6,3218,More than 1,A,Platinum,53856
8350,Male,Urban,Bachelor,5L-10L,1,6,2994,1,B,Gold,48372
8351,Female,Urban,Bachelor,2L-5L,0,3,3743,More than 1,B,Silver,50328
8352,Female,Rural,High School,More than 10L,1,6,0,1,B,Platinum,64416
8353,Male,Urban,Others,5L-10L,0,6,12115,1,A,Silver,68424
8354,Female,Urban,Others,2L-5L,0,2,10854,More than 1,A,Platinum,61344
8355,Male,Urban,Bachelor,More than 10L,1,8,2500,More than 1,B,Platinum,68292
8356,Male,Urban,High School,2L-5L,1,6,5883,More than 1,A,Silver,62112
8357,Male,Rural,Bachelor,2L-5L,0,8,5587,More than 1,B,Platinum,97596
8358,Male,Urban,High School,5L-10L,0,1,5840,1,A,Platinum,52536
8359,Female,Urban,High School,2L-5L,1,7,3450,1,A,Gold,30348
8360,Female,Urban,High School,5L-10L,1,7,6476,More than 1,A,Platinum,96192
8361,Female,Urban,High School,2L-5L,1,4,5662,More than 1,A,Silver,58812
8362,Male,Urban,High School,2L-5L,0,5,7866,More than 1,A,Silver,66732
8363,Female,Urban,Bachelor,5L-10L,0,3,2756,More than 1,A,Silver,98316
8364,Male,Urban,High School,5L-10L,1,3,2499,1,A,Silver,30864
8365,Female,Urban,High School,2L-5L,0,7,6676,More than 1,A,Platinum,117624
8366,Male,Urban,Bachelor,5L-10L,0,6,2070,More than 1,A,Gold,58656
8367,Male,Urban,High School,5L-10L,1,2,4071,More than 1,B,Gold,65124
8368,Male,Urban,Bachelor,2L-5L,1,1,6124,1,A,Platinum,60168
